observation_id,observation_captured_at,feature_available_at,starts_at,minutes_to_start,sport,model_version,event_id,game_pk,away_team,home_team,player_id,mlb_player_id,player_name,stat_id,market_name,line,side,label,model_mean,raw_independent_probability,model_probability,push_probability,market_fair_probability,edge_pct_points,best_book,best_odds,exact_line_book_count,paired_books,ev_pct,data_quality,status,market_open_line,market_current_line,line_move_open_to_current,market_open_fair_probability,market_current_fair_probability,market_probability_move_pp,market_quote_age_minutes,player_role,player_team_side,in_starting_lineup,batting_order_spot,is_confirmed_starter,catcher_change_after_model,opposing_starter_change_after_model,opposing_handedness_change_after_model,verification_data_quality,opposing_starter_hand,own_starter_hand,own_lineup_avg_ops,opponent_lineup_avg_ops,own_bullpen_score,opponent_bullpen_score,own_bullpen_level,opponent_bullpen_level,game_starter_changed,game_lineup_changed,game_catcher_changed,game_handedness_changed,weather_impact_direction,weather_impact_multiplier,weather_environment_multiplier,prop_delay_risk,prop_weather_data_quality,weather_change_after_model,roof_status,temp_f,humidity_pct,precip_probability_pct,wind_mph,wind_direction_deg,wind_class,park_factor,run_multiplier,hr_multiplier,hits_tb_multiplier,starter_durability_multiplier,strikeout_opportunity_multiplier,game_delay_risk,game_weather_data_quality,pitchmix_available,pitchmix_weighted_xwoba_delta,pitchmix_probability_adjustment,pitchmix_arsenal_coverage,pitchmix_usable_usage,feature_source_count,won,pushed,outcome
51,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,1jdR9YYTS2E4PjT6AXsm,823089,Houston Astros,Seattle Mariners,DOMINIC_CANZONE_1_MLB,686527,Dominic Canzone,batting_totalBases,Dominic Canzone Total Bases Over/Under,0.5,over,Dominic Canzone OVER 0.5 Total Bases,2.036,0.721,0.68,0,0.604,7.6,betmgm,-185,1,1,4.76,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
56,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,1jdR9YYTS2E4PjT6AXsm,823089,Houston Astros,Seattle Mariners,JOSH_NAYLOR_1_MLB,647304,Josh Naylor,batting_totalBases,Josh Naylor Total Bases Over/Under,0.5,over,Josh Naylor OVER 0.5 Total Bases,1.461,0.7207,0.6826,0,0.6118,7.08,betmgm,-190,2,2,4.18,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
62,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,ALIKA_WILLIAMS_1_MLB,675961,Alika Williams,batting_hits,Alika Williams Hits Over/Under,0.5,over,Alika Williams OVER 0.5 Hits,0.992,0.6808,0.6488,0,0.5893,5.95,draftkings,-167,4,2,3.73,0.446,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
68,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,1jdR9YYTS2E4PjT6AXsm,823089,Houston Astros,Seattle Mariners,ISAAC_PAREDES_1_MLB,670623,Isaac Paredes,batting_totalBases,Isaac Paredes Total Bases Over/Under,0.5,over,Isaac Paredes OVER 0.5 Total Bases,1.615,0.6693,0.6382,0,0.5805,5.78,caesars,-162,2,2,3.22,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
69,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,1jdR9YYTS2E4PjT6AXsm,823089,Houston Astros,Seattle Mariners,JOSE_ALTUVE_1_MLB,514888,Jose Altuve,batting_hits,Jose Altuve Hits Over/Under,0.5,over,Jose Altuve OVER 0.5 Hits,0.973,0.6706,0.6399,0,0.583,5.7,caesars,-164,4,2,3.01,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
71,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,1jdR9YYTS2E4PjT6AXsm,823089,Houston Astros,Seattle Mariners,JOSE_ALTUVE_1_MLB,514888,Jose Altuve,batting_totalBases,Jose Altuve Total Bases Over/Under,0.5,over,Jose Altuve OVER 0.5 Total Bases,1.57,0.6706,0.6406,0,0.5849,5.57,betmgm,-165,2,2,2.88,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
75,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,1jdR9YYTS2E4PjT6AXsm,823089,Houston Astros,Seattle Mariners,YAINER_DIAZ_1_MLB,673237,Yainer Diaz,batting_hits,Yainer Diaz Hits Over/Under,0.5,over,Yainer Diaz OVER 0.5 Hits,1.063,0.7059,0.683,0,0.6403,4.27,betmgm,-200,4,2,2.44,0.666,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
76,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,ZACK_GELOF_1_MLB,680869,Zack Gelof,batting_hits,Zack Gelof Hits Over/Under,0.5,over,Zack Gelof OVER 0.5 Hits,1.062,0.7077,0.6812,0,0.632,4.92,draftkings,-199,4,2,2.35,0.82,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
77,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,ZACK_GELOF_1_MLB,680869,Zack Gelof,batting_totalBases,Zack Gelof Total Bases Over/Under,1.5,over,Zack Gelof OVER 1.5 Total Bases,1.877,0.4436,0.4334,0,0.4146,1.89,draftkings,136,4,3,2.29,0.82,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
78,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,ALIKA_WILLIAMS_1_MLB,675961,Alika Williams,batting_totalBases,Alika Williams Total Bases Over/Under,0.5,over,Alika Williams OVER 0.5 Total Bases,1.587,0.6762,0.6473,0,0.5936,5.37,caesars,-173,2,2,2.14,0.446,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
79,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,1jdR9YYTS2E4PjT6AXsm,823089,Houston Astros,Seattle Mariners,CHRISTIAN_WALKER_1_MLB,572233,Christian Walker,batting_totalBases,Christian Walker Total Bases Over/Under,0.5,over,Christian Walker OVER 0.5 Total Bases,1.506,0.5992,0.5749,0,0.5298,4.51,caesars,-129,2,2,2.06,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
81,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,JOSE_SIRI_1_MLB,642350,Jose Siri,batting_totalBases,Jose Siri Total Bases Over/Under,1.5,over,Jose Siri OVER 1.5 Total Bases,1.662,0.4095,0.4086,0,0.4069,0.17,draftkings,149,4,2,1.75,0.47,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
82,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,VAUGHN_GRISSOM_1_MLB,687093,Vaughn Grissom,batting_hits,Vaughn Grissom Hits Over/Under,1.5,under,Vaughn Grissom UNDER 1.5 Hits,1.035,0.7235,0.6992,0,0.6542,4.5,betmgm,-220,2,2,1.71,0.892,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
83,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,ZACHARY_NETO_1_MLB,687263,Zach Neto,batting_hits,Zach Neto Hits Over/Under,1.5,under,Zach Neto UNDER 1.5 Hits,1.072,0.7077,0.6884,0,0.6526,3.58,betmgm,-210,2,2,1.62,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
84,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,WADE_MECKLER_1_MLB,685133,Wade Meckler,batting_hits,Wade Meckler Hits Over/Under,0.5,over,Wade Meckler OVER 0.5 Hits,1.086,0.72,0.6957,0,0.6505,4.52,caesars,-218,4,2,1.48,0.624,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
86,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,TOMMY_WHITE_1_MLB,695720,Tommy White,batting_totalBases,Tommy White Total Bases Over/Under,1.5,over,Tommy White OVER 1.5 Total Bases,1.575,0.3981,0.3969,0,0.3945,0.24,betmgm,155,4,3,1.2,0.364,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
87,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,1jdR9YYTS2E4PjT6AXsm,823089,Houston Astros,Seattle Mariners,YAINER_DIAZ_1_MLB,673237,Yainer Diaz,batting_totalBases,Yainer Diaz Total Bases Over/Under,0.5,over,Yainer Diaz OVER 0.5 Total Bases,1.695,0.7033,0.6742,0,0.6203,5.4,betmgm,-200,1,1,1.14,0.666,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
89,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,YUSEI_KIKUCHI_1_MLB,579328,Yusei Kikuchi,pitching_strikeouts,Yusei Kikuchi Strikeouts Over/Under,5.5,under,Yusei Kikuchi UNDER 5.5 Ks,4.894,0.6346,0.6158,0,0.5807,3.5,caesars,-157,3,3,0.8,0.667,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
90,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,1jdR9YYTS2E4PjT6AXsm,823089,Houston Astros,Seattle Mariners,JP_CRAWFORD_1_MLB,641487,J.P. Crawford,batting_totalBases,J.P. Crawford Total Bases Over/Under,0.5,over,J.P. Crawford OVER 0.5 Total Bases,1.454,0.6467,0.6267,0,0.5896,3.71,betmgm,-165,2,2,0.65,0.934,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
91,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,1jdR9YYTS2E4PjT6AXsm,823089,Houston Astros,Seattle Mariners,CHRISTIAN_WALKER_1_MLB,572233,Christian Walker,batting_hits,Christian Walker Hits Over/Under,0.5,over,Christian Walker OVER 0.5 Hits,0.817,0.5992,0.5779,0,0.5383,3.96,betmgm,-135,4,2,0.6,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
94,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,1jdR9YYTS2E4PjT6AXsm,823089,Houston Astros,Seattle Mariners,CHRISTIAN_WALKER_1_MLB,572233,Christian Walker,batting_totalBases,Christian Walker Total Bases Over/Under,1.5,over,Christian Walker OVER 1.5 Total Bases,1.506,0.3609,0.3609,0,,,draftkings,178,2,0,0.32,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
96,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,1jdR9YYTS2E4PjT6AXsm,823089,Houston Astros,Seattle Mariners,CAL_RALEIGH_1_MLB,663728,Cal Raleigh,batting_hits,Cal Raleigh Hits Over/Under,0.5,over,Cal Raleigh OVER 0.5 Hits,0.718,0.5474,0.5359,0,0.5145,2.14,betmgm,-115,4,2,0.18,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
100,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,1jdR9YYTS2E4PjT6AXsm,823089,Houston Astros,Seattle Mariners,CAL_RALEIGH_1_MLB,663728,Cal Raleigh,batting_totalBases,Cal Raleigh Total Bases Over/Under,0.5,over,Cal Raleigh OVER 0.5 Total Bases,1.482,0.5474,0.5299,0,0.4975,3.24,caesars,-113,2,2,-0.11,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
101,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,1jdR9YYTS2E4PjT6AXsm,823089,Houston Astros,Seattle Mariners,YAINER_DIAZ_1_MLB,673237,Yainer Diaz,batting_totalBases,Yainer Diaz Total Bases Over/Under,1.5,over,Yainer Diaz OVER 1.5 Total Bases,1.695,0.4171,0.4074,0,0.3894,1.8,fanduel,145,3,2,-0.18,0.666,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
103,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,MIKE_TROUT_1_MLB,545361,Mike Trout,batting_totalBases,Mike Trout Total Bases Over/Under,1.5,under,Mike Trout UNDER 1.5 Total Bases,1.693,0.5863,0.5699,0,0.5395,3.04,caesars,-134,3,3,-0.48,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
105,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,WADE_MECKLER_1_MLB,685133,Wade Meckler,batting_totalBases,Wade Meckler Total Bases Over/Under,1.5,over,Wade Meckler OVER 1.5 Total Bases,1.504,0.4017,0.3925,0,0.3753,1.72,draftkings,153,4,3,-0.7,0.624,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
106,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,ZACHARY_NETO_1_MLB,687263,Zach Neto,batting_totalBases,Zach Neto Total Bases Over/Under,1.5,under,Zach Neto UNDER 1.5 Total Bases,1.956,0.5318,0.5195,0,0.4967,2.28,betmgm,-110,3,3,-0.82,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
109,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,MIKE_TROUT_1_MLB,545361,Mike Trout,batting_hits,Mike Trout Hits Over/Under,1.5,under,Mike Trout UNDER 1.5 Hits,0.973,0.7498,0.7267,0,0.6839,4.28,betmgm,-275,1,1,-0.9,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
110,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,CHRISTIAN_MOORE_1_MLB,695681,Christian Moore,batting_totalBases,Christian Moore Total Bases Over/Under,1.5,under,Christian Moore UNDER 1.5 Total Bases,1.408,0.6477,0.6306,0,0.5989,3.17,betmgm,-175,2,2,-0.91,0.244,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
113,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,CHRISTIAN_MOORE_1_MLB,695681,Christian Moore,batting_hits,Christian Moore Hits Over/Under,0.5,over,Christian Moore OVER 0.5 Hits,0.91,0.6449,0.6333,0,0.6118,2.15,draftkings,-178,4,2,-1.09,0.244,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
115,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,DENZER_GUZMAN_1_MLB,694203,Denzer Guzman,batting_totalBases,Denzer Guzman Total Bases Over/Under,1.5,under,Denzer Guzman UNDER 1.5 Total Bases,1.613,0.5971,0.5825,0,0.5553,2.71,draftkings,-144,3,3,-1.31,0.562,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
116,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,SHEA_LANGELIERS_1_MLB,669127,Shea Langeliers,batting_totalBases,Shea Langeliers Total Bases Over/Under,1.5,under,Shea Langeliers UNDER 1.5 Total Bases,2.066,0.5171,0.5099,0,0.4967,1.33,draftkings,-107,3,3,-1.35,0.882,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
117,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,LAWRENCE_BUTLER_1_MLB,671732,Lawrence Butler,batting_hits,Lawrence Butler Hits Over/Under,0.5,over,Lawrence Butler OVER 0.5 Hits,0.944,0.6594,0.6459,0,0.6207,2.52,betmgm,-190,4,2,-1.42,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
118,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,DENZER_GUZMAN_1_MLB,694203,Denzer Guzman,batting_hits,Denzer Guzman Hits Over/Under,1.5,under,Denzer Guzman UNDER 1.5 Hits,1.048,0.718,0.7034,0,0.6761,2.72,betmgm,-250,2,2,-1.53,0.562,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
119,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,HENRY_BOLTE_1_MLB,703607,Henry Bolte,batting_hits,Henry Bolte Hits Over/Under,0.5,over,Henry Bolte OVER 0.5 Hits,1.163,0.7436,0.7214,0,0.6802,4.12,betmgm,-275,1,1,-1.63,0.89,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
120,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,1jdR9YYTS2E4PjT6AXsm,823089,Houston Astros,Seattle Mariners,LOGAN_GILBERT_1_MLB,669302,Logan Gilbert,pitching_strikeouts,Logan Gilbert Strikeouts Over/Under,6.5,over,Logan Gilbert OVER 6.5 Ks,6.35,0.4497,0.445,0,0.4364,0.86,draftkings,121,3,3,-1.65,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
122,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,TOMMY_WHITE_1_MLB,695720,Tommy White,batting_hits,Tommy White Hits Over/Under,0.5,over,Tommy White OVER 0.5 Hits,1.061,0.7049,0.6887,0,0.6586,3.01,betmgm,-235,3,1,-1.83,0.364,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
124,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,LAWRENCE_BUTLER_1_MLB,671732,Lawrence Butler,batting_totalBases,Lawrence Butler Total Bases Over/Under,0.5,over,Lawrence Butler OVER 0.5 Total Bases,1.592,0.6594,0.6426,0,0.6113,3.13,betmgm,-190,1,1,-1.92,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
127,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,1jdR9YYTS2E4PjT6AXsm,823089,Houston Astros,Seattle Mariners,CAM_SMITH_1_MLB,701358,Cam Smith,batting_hits,Cam Smith Hits Over/Under,0.5,under,Cam Smith UNDER 0.5 Hits,0.733,0.444,0.4414,0,0.4366,0.48,draftkings,122,2,2,-2.01,1,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
128,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,VAUGHN_GRISSOM_1_MLB,687093,Vaughn Grissom,batting_totalBases,Vaughn Grissom Total Bases Over/Under,1.5,under,Vaughn Grissom UNDER 1.5 Total Bases,1.669,0.5736,0.5628,0,0.5428,2,betmgm,-135,3,3,-2.03,0.892,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
132,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,SHEA_LANGELIERS_1_MLB,669127,Shea Langeliers,batting_hits,Shea Langeliers Hits Over/Under,1.5,under,Shea Langeliers UNDER 1.5 Hits,1.142,0.678,0.6737,0,0.6657,0.8,draftkings,-223,2,2,-2.42,0.882,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,false,false,L
133,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,MOISES_BALLESTEROS_1_MLB,694208,Moisés Ballesteros,batting_totalBases,Moisés Ballesteros Total Bases Over/Under,1.5,under,Moisés Ballesteros UNDER 1.5 Total Bases,1.522,0.6249,0.6189,0,0.6077,1.12,betmgm,-175,3,3,-2.75,0.664,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
137,2026-09-23 01:24:15.835+00,2026-09-23 01:24:15.835+00,2026-09-23 01:40:00+00,15.7360833333333333,MLB,MLB Player Props Model v1.1,doJ3OwfigTEzDZ1TE5sP,824953,Los Angeles Angels,Athletics,MOISES_BALLESTEROS_1_MLB,694208,Moisés Ballesteros,batting_hits,Moisés Ballesteros Hits Over/Under,0.5,over,Moisés Ballesteros OVER 0.5 Hits,0.972,0.6716,0.6642,0,0.6505,1.37,caesars,-218,4,2,-3.11,0.664,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,true,false,W
